contract_id,instr,code,exchange,product_type,contract_unit,price_tick,upper_limit_price,lower_limit_price,long_margin_rate,short_margin_rate,max_limit_order_volume,min_limit_order_volume,max_market_order_volume,min_market_order_volume,list_date,expire_date,underlying_type,underlying_symbol,exercise_date,exercise_price
850,OPT_CZCE_FG-202412-P-1360,FG412P1360,CZCE,Options,20,0.5,352.5,124.5,0,0,100,1,2,1,,2024-11-13,Futures,FUT_CZCE_FG-202412,2024-11-13,1360
851,OPT_CZCE_FG-202412-P-1380,FG412P1380,CZCE,Options,20,0.5,371,143,0,0,100,1,2,1,,2024-11-13,Futures,FUT_CZCE_FG-202412,2024-11-13,1380
852,OPT_CZCE_FG-202412-P-1400,FG412P1400,CZCE,Options,20,0.5,389.5,161.5,0,0,100,1,2,1,,2024-11-13,Futures,FUT_CZCE_FG-202412,2024-11-13,1400
853,OPT_CZCE_FG-202412-P-960,FG412P960,CZCE,Options,20,0.5,127,0.5,0,0,100,1,2,1,,2024-11-13,Futures,FUT_CZCE_FG-202412,2024-11-13,960
854,OPT_CZCE_FG-202412-P-970,FG412P970,CZCE,Options,20,0.5,129,0.5,0,0,100,1,2,1,,2024-11-13,Futures,FUT_CZCE_FG-202412,2024-11-13,970
855,OPT_CZCE_FG-202412-P-980,FG412P980,CZCE,Options,20,0.5,131,0.5,0,0,100,1,2,1,,2024-11-13,Futures,FUT_CZCE_FG-202412,2024-11-13,980
856,OPT_CZCE_FG-202412-P-990,FG412P990,CZCE,Options,20,0.5,132.5,0.5,0,0,100,1,2,1,,2024-11-13,Futures,FUT_CZCE_FG-202412,2024-11-13,990
857,FUT_CZCE_FG-202501,FG501,CZCE,Futures,20,1,1252,1024,0.12,0.12,1000,1,200,1,,2025-01-14,Unknown,,,0
858,OPT_CZCE_FG-202501-C-1000,FG501C1000,CZCE,Options,20,0.5,278.5,50.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1000
859,OPT_CZCE_FG-202501-C-1020,FG501C1020,CZCE,Options,20,0.5,263.5,35.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1020
860,OPT_CZCE_FG-202501-C-1040,FG501C1040,CZCE,Options,20,0.5,250,22,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1040
861,OPT_CZCE_FG-202501-C-1060,FG501C1060,CZCE,Options,20,0.5,236.5,8.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1060
862,OPT_CZCE_FG-202501-C-1080,FG501C1080,CZCE,Options,20,0.5,225,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1080
863,OPT_CZCE_FG-202501-C-1100,FG501C1100,CZCE,Options,20,0.5,213,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1100
864,OPT_CZCE_FG-202501-C-1120,FG501C1120,CZCE,Options,20,0.5,203,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1120
865,OPT_CZCE_FG-202501-C-1140,FG501C1140,CZCE,Options,20,0.5,193,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1140
866,OPT_CZCE_FG-202501-C-1160,FG501C1160,CZCE,Options,20,0.5,184.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1160
867,OPT_CZCE_FG-202501-C-1180,FG501C1180,CZCE,Options,20,0.5,176,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1180
868,OPT_CZCE_FG-202501-C-1200,FG501C1200,CZCE,Options,20,0.5,169,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1200
869,OPT_CZCE_FG-202501-C-1220,FG501C1220,CZCE,Options,20,0.5,162.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1220
870,OPT_CZCE_FG-202501-C-1240,FG501C1240,CZCE,Options,20,0.5,157,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1240
871,OPT_CZCE_FG-202501-C-1260,FG501C1260,CZCE,Options,20,0.5,151.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1260
872,OPT_CZCE_FG-202501-C-1280,FG501C1280,CZCE,Options,20,0.5,147.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1280
873,OPT_CZCE_FG-202501-C-1300,FG501C1300,CZCE,Options,20,0.5,143.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1300
874,OPT_CZCE_FG-202501-C-1320,FG501C1320,CZCE,Options,20,0.5,140,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1320
875,OPT_CZCE_FG-202501-C-1340,FG501C1340,CZCE,Options,20,0.5,137,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1340
876,OPT_CZCE_FG-202501-C-1360,FG501C1360,CZCE,Options,20,0.5,134.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1360
877,OPT_CZCE_FG-202501-C-1380,FG501C1380,CZCE,Options,20,0.5,132.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1380
878,OPT_CZCE_FG-202501-C-1400,FG501C1400,CZCE,Options,20,0.5,130.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1400
879,OPT_CZCE_FG-202501-C-1420,FG501C1420,CZCE,Options,20,0.5,129,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1420
880,OPT_CZCE_FG-202501-C-1440,FG501C1440,CZCE,Options,20,0.5,127.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1440
881,OPT_CZCE_FG-202501-C-1460,FG501C1460,CZCE,Options,20,0.5,126.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1460
882,OPT_CZCE_FG-202501-C-1480,FG501C1480,CZCE,Options,20,0.5,125.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1480
883,OPT_CZCE_FG-202501-C-1500,FG501C1500,CZCE,Options,20,0.5,124.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1500
884,OPT_CZCE_FG-202501-C-1520,FG501C1520,CZCE,Options,20,0.5,124,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1520
885,OPT_CZCE_FG-202501-C-1540,FG501C1540,CZCE,Options,20,0.5,123.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1540
886,OPT_CZCE_FG-202501-C-1560,FG501C1560,CZCE,Options,20,0.5,123,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1560
887,OPT_CZCE_FG-202501-C-1580,FG501C1580,CZCE,Options,20,0.5,122.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1580
888,OPT_CZCE_FG-202501-C-1600,FG501C1600,CZCE,Options,20,0.5,122,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1600
889,OPT_CZCE_FG-202501-C-1620,FG501C1620,CZCE,Options,20,0.5,122,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1620
890,OPT_CZCE_FG-202501-C-1640,FG501C1640,CZCE,Options,20,0.5,121.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1640
891,OPT_CZCE_FG-202501-C-1660,FG501C1660,CZCE,Options,20,0.5,121,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1660
892,OPT_CZCE_FG-202501-C-1680,FG501C1680,CZCE,Options,20,0.5,121,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1680
893,OPT_CZCE_FG-202501-C-1700,FG501C1700,CZCE,Options,20,0.5,121,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1700
894,OPT_CZCE_FG-202501-C-1720,FG501C1720,CZCE,Options,20,0.5,121,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1720
895,OPT_CZCE_FG-202501-C-1740,FG501C1740,CZCE,Options,20,0.5,121,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1740
896,OPT_CZCE_FG-202501-C-1760,FG501C1760,CZCE,Options,20,0.5,120.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1760
897,OPT_CZCE_FG-202501-C-1780,FG501C1780,CZCE,Options,20,0.5,120.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1780
898,OPT_CZCE_FG-202501-C-1800,FG501C1800,CZCE,Options,20,0.5,120.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1800
899,OPT_CZCE_FG-202501-C-1820,FG501C1820,CZCE,Options,20,0.5,120.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1820
900,OPT_CZCE_FG-202501-C-1840,FG501C1840,CZCE,Options,20,0.5,120.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1840
901,OPT_CZCE_FG-202501-C-960,FG501C960,CZCE,Options,20,0.5,309.5,81.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,960
902,OPT_CZCE_FG-202501-C-970,FG501C970,CZCE,Options,20,0.5,301.5,73.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,970
903,OPT_CZCE_FG-202501-C-980,FG501C980,CZCE,Options,20,0.5,293.5,65.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,980
904,OPT_CZCE_FG-202501-C-990,FG501C990,CZCE,Options,20,0.5,286,58,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,990
905,OPT_CZCE_FG-202501-P-1000,FG501P1000,CZCE,Options,20,0.5,141.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1000
906,OPT_CZCE_FG-202501-P-1020,FG501P1020,CZCE,Options,20,0.5,146.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1020
907,OPT_CZCE_FG-202501-P-1040,FG501P1040,CZCE,Options,20,0.5,152.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1040
908,OPT_CZCE_FG-202501-P-1060,FG501P1060,CZCE,Options,20,0.5,159,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1060
909,OPT_CZCE_FG-202501-P-1080,FG501P1080,CZCE,Options,20,0.5,167,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1080
910,OPT_CZCE_FG-202501-P-1100,FG501P1100,CZCE,Options,20,0.5,175.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1100
911,OPT_CZCE_FG-202501-P-1120,FG501P1120,CZCE,Options,20,0.5,185,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1120
912,OPT_CZCE_FG-202501-P-1140,FG501P1140,CZCE,Options,20,0.5,195,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1140
913,OPT_CZCE_FG-202501-P-1160,FG501P1160,CZCE,Options,20,0.5,206,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1160
914,OPT_CZCE_FG-202501-P-1180,FG501P1180,CZCE,Options,20,0.5,217.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1180
915,OPT_CZCE_FG-202501-P-1200,FG501P1200,CZCE,Options,20,0.5,230.5,2.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1200
916,OPT_CZCE_FG-202501-P-1220,FG501P1220,CZCE,Options,20,0.5,244,16,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1220
917,OPT_CZCE_FG-202501-P-1240,FG501P1240,CZCE,Options,20,0.5,258,30,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1240
918,OPT_CZCE_FG-202501-P-1260,FG501P1260,CZCE,Options,20,0.5,273,45,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1260
919,OPT_CZCE_FG-202501-P-1280,FG501P1280,CZCE,Options,20,0.5,288.5,60.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1280
920,OPT_CZCE_FG-202501-P-1300,FG501P1300,CZCE,Options,20,0.5,304.5,76.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1300
921,OPT_CZCE_FG-202501-P-1320,FG501P1320,CZCE,Options,20,0.5,320.5,92.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1320
922,OPT_CZCE_FG-202501-P-1340,FG501P1340,CZCE,Options,20,0.5,338,110,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1340
923,OPT_CZCE_FG-202501-P-1360,FG501P1360,CZCE,Options,20,0.5,355,127,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1360
924,OPT_CZCE_FG-202501-P-1380,FG501P1380,CZCE,Options,20,0.5,373,145,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1380
925,OPT_CZCE_FG-202501-P-1400,FG501P1400,CZCE,Options,20,0.5,391,163,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1400
926,OPT_CZCE_FG-202501-P-1420,FG501P1420,CZCE,Options,20,0.5,409.5,181.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1420
927,OPT_CZCE_FG-202501-P-1440,FG501P1440,CZCE,Options,20,0.5,428,200,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1440
928,OPT_CZCE_FG-202501-P-1460,FG501P1460,CZCE,Options,20,0.5,447,219,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1460
929,OPT_CZCE_FG-202501-P-1480,FG501P1480,CZCE,Options,20,0.5,466,238,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1480
930,OPT_CZCE_FG-202501-P-1500,FG501P1500,CZCE,Options,20,0.5,485,257,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1500
931,OPT_CZCE_FG-202501-P-1520,FG501P1520,CZCE,Options,20,0.5,504,276,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1520
932,OPT_CZCE_FG-202501-P-1540,FG501P1540,CZCE,Options,20,0.5,523.5,295.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1540
933,OPT_CZCE_FG-202501-P-1560,FG501P1560,CZCE,Options,20,0.5,543,315,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1560
934,OPT_CZCE_FG-202501-P-1580,FG501P1580,CZCE,Options,20,0.5,562.5,334.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1580
935,OPT_CZCE_FG-202501-P-1600,FG501P1600,CZCE,Options,20,0.5,582,354,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1600
936,OPT_CZCE_FG-202501-P-1620,FG501P1620,CZCE,Options,20,0.5,601.5,373.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1620
937,OPT_CZCE_FG-202501-P-1640,FG501P1640,CZCE,Options,20,0.5,621.5,393.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1640
938,OPT_CZCE_FG-202501-P-1660,FG501P1660,CZCE,Options,20,0.5,641,413,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1660
939,OPT_CZCE_FG-202501-P-1680,FG501P1680,CZCE,Options,20,0.5,661,433,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1680
940,OPT_CZCE_FG-202501-P-1700,FG501P1700,CZCE,Options,20,0.5,680.5,452.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1700
941,OPT_CZCE_FG-202501-P-1720,FG501P1720,CZCE,Options,20,0.5,700.5,472.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1720
942,OPT_CZCE_FG-202501-P-1740,FG501P1740,CZCE,Options,20,0.5,720.5,492.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1740
943,OPT_CZCE_FG-202501-P-1760,FG501P1760,CZCE,Options,20,0.5,740,512,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1760
944,OPT_CZCE_FG-202501-P-1780,FG501P1780,CZCE,Options,20,0.5,760,532,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1780
945,OPT_CZCE_FG-202501-P-1800,FG501P1800,CZCE,Options,20,0.5,780,552,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1800
946,OPT_CZCE_FG-202501-P-1820,FG501P1820,CZCE,Options,20,0.5,800,572,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1820
947,OPT_CZCE_FG-202501-P-1840,FG501P1840,CZCE,Options,20,0.5,819.5,591.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,1840
948,OPT_CZCE_FG-202501-P-960,FG501P960,CZCE,Options,20,0.5,132.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,960
949,OPT_CZCE_FG-202501-P-970,FG501P970,CZCE,Options,20,0.5,134.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,970
950,OPT_CZCE_FG-202501-P-980,FG501P980,CZCE,Options,20,0.5,136.5,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,980
951,OPT_CZCE_FG-202501-P-990,FG501P990,CZCE,Options,20,0.5,139,0.5,0,0,100,1,2,1,,2024-12-11,Futures,FUT_CZCE_FG-202501,2024-12-11,990
952,FUT_CZCE_FG-202502,FG502,CZCE,Futures,20,1,1307,1069,0.12,0.12,1000,1,200,1,,2025-02-14,Unknown,,,0
953,OPT_CZCE_FG-202502-C-1000,FG502C1000,CZCE,Options,20,0.5,326.5,88.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1000
954,OPT_CZCE_FG-202502-C-1020,FG502C1020,CZCE,Options,20,0.5,311,73,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1020
955,OPT_CZCE_FG-202502-C-1040,FG502C1040,CZCE,Options,20,0.5,295.5,57.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1040
956,OPT_CZCE_FG-202502-C-1060,FG502C1060,CZCE,Options,20,0.5,280,42,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1060
957,OPT_CZCE_FG-202502-C-1080,FG502C1080,CZCE,Options,20,0.5,265.5,27.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1080
958,OPT_CZCE_FG-202502-C-1100,FG502C1100,CZCE,Options,20,0.5,251.5,13.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1100
959,OPT_CZCE_FG-202502-C-1120,FG502C1120,CZCE,Options,20,0.5,238,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1120
960,OPT_CZCE_FG-202502-C-1140,FG502C1140,CZCE,Options,20,0.5,225.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1140
961,OPT_CZCE_FG-202502-C-1160,FG502C1160,CZCE,Options,20,0.5,213.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1160
962,OPT_CZCE_FG-202502-C-1180,FG502C1180,CZCE,Options,20,0.5,202,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1180
963,OPT_CZCE_FG-202502-C-1200,FG502C1200,CZCE,Options,20,0.5,191.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1200
964,OPT_CZCE_FG-202502-C-1220,FG502C1220,CZCE,Options,20,0.5,183.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1220
965,OPT_CZCE_FG-202502-C-1240,FG502C1240,CZCE,Options,20,0.5,177,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1240
966,OPT_CZCE_FG-202502-C-1260,FG502C1260,CZCE,Options,20,0.5,170.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1260
967,OPT_CZCE_FG-202502-C-1280,FG502C1280,CZCE,Options,20,0.5,165,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1280
968,OPT_CZCE_FG-202502-C-1300,FG502C1300,CZCE,Options,20,0.5,160,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1300
969,OPT_CZCE_FG-202502-C-1320,FG502C1320,CZCE,Options,20,0.5,155,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1320
970,OPT_CZCE_FG-202502-C-1340,FG502C1340,CZCE,Options,20,0.5,151.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1340
971,OPT_CZCE_FG-202502-C-1360,FG502C1360,CZCE,Options,20,0.5,147.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1360
972,OPT_CZCE_FG-202502-C-1380,FG502C1380,CZCE,Options,20,0.5,144.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1380
973,OPT_CZCE_FG-202502-C-1400,FG502C1400,CZCE,Options,20,0.5,141.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1400
974,OPT_CZCE_FG-202502-C-1420,FG502C1420,CZCE,Options,20,0.5,139,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1420
975,OPT_CZCE_FG-202502-C-1440,FG502C1440,CZCE,Options,20,0.5,136.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1440
976,OPT_CZCE_FG-202502-C-1460,FG502C1460,CZCE,Options,20,0.5,134.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1460
977,OPT_CZCE_FG-202502-C-1480,FG502C1480,CZCE,Options,20,0.5,132.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1480
978,OPT_CZCE_FG-202502-C-1500,FG502C1500,CZCE,Options,20,0.5,131.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1500
979,OPT_CZCE_FG-202502-C-1520,FG502C1520,CZCE,Options,20,0.5,130,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1520
980,OPT_CZCE_FG-202502-C-1540,FG502C1540,CZCE,Options,20,0.5,128.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1540
981,OPT_CZCE_FG-202502-C-1560,FG502C1560,CZCE,Options,20,0.5,127.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1560
982,OPT_CZCE_FG-202502-C-1580,FG502C1580,CZCE,Options,20,0.5,126.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1580
983,OPT_CZCE_FG-202502-C-1600,FG502C1600,CZCE,Options,20,0.5,125.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1600
984,OPT_CZCE_FG-202502-C-1620,FG502C1620,CZCE,Options,20,0.5,125,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1620
985,OPT_CZCE_FG-202502-C-1640,FG502C1640,CZCE,Options,20,0.5,124.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1640
986,OPT_CZCE_FG-202502-C-1660,FG502C1660,CZCE,Options,20,0.5,123.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1660
987,OPT_CZCE_FG-202502-C-1680,FG502C1680,CZCE,Options,20,0.5,123,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1680
988,OPT_CZCE_FG-202502-C-1700,FG502C1700,CZCE,Options,20,0.5,122.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1700
989,OPT_CZCE_FG-202502-C-1720,FG502C1720,CZCE,Options,20,0.5,122.5,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1720
990,OPT_CZCE_FG-202502-C-1740,FG502C1740,CZCE,Options,20,0.5,122,0.5,0,0,100,1,2,1,,2025-01-13,Futures,FUT_CZCE_FG-202502,2025-01-13,1740
